Game,Round,Player,Wealth_Start,Contribution,Wealth_End,Statement,Total_Pool,Distribution,CTrust_in_P1,BTrust_in_P1,CTrust_in_P2,BTrust_in_P2,CTrust_in_P3,BTrust_in_P3,CTrust_in_P4,BTrust_in_P4,CTrust_in_P5,BTrust_in_P5
1,3,2,36.4,20.0,52.4,"Given the current game state and trust scores, it seems prudent to maintain a moderate level of contribution to ensure a balance between personal gain and fostering cooperation for future rounds. While Player 1 and Player 5 show high competence and benevolence, Player 4 has very low benevolence, which may signal less cooperation. On the other hand, Player 3's lower benevolence score might indicate a higher probability of free-riding in the future.

Taking into account these strategic considerations, I will contribute a moderate amount to encourage continued fair play from the cooperative players (Players 1 and 5) while minimizing potential losses due to the free-riding behavior that Player 3 or Player 4 might exhibit.",90.0,36.0,1.0,1.0,,,1.0,0.5857923497267759,0.9699999999999999,0.1418032786885246,1.0,0.9275409836065572
1,3,3,40.4,15.0,61.4,"Given the current state of the game, it appears that players 1 and 2 have shown competence and benevolence, suggesting they are likely to cooperate and contribute fairly. On the other hand, Player 4 has a low benevolence score, indicating a potential free-rider strategy, while Player 5's high benevolence score is promising but not as reliable due to a lower competence score compared to Players 1 and 2.

Given this information, it seems prudent to adopt a moderate contribution strategy that encourages continued cooperation with the likely cooperative players (Players 1 and 2) while being cautious towards Player 4 and maintaining positive relations with Player 5. By doing so, I aim to maximize my final wealth without overly relying on potential free-riders or making myself a target for exploitation.",90.0,36.0,1.0,1.0,1.0,1.0,,,0.9699999999999999,0.1418032786885246,1.0,0.9275409836065572
1,3,4,50.400000000000006,15.0,71.4,"Given that my trust scores for all players are relatively high, suggesting they are likely to contribute fairly to the public pool. However, Player 3 has a lower benevolence score, indicating potential self-interest, making them more likely to free-ride in future rounds.

Taking into account the game state and strategic considerations, I will contribute moderately to encourage continued cooperation while minimizing potential losses due to free-riders. This strategy aims to benefit from the multiplier effect and maintain a competitive edge over less cooperative players.",90.0,36.0,1.0,1.0,1.0,1.0,1.0,0.5857923497267759,,,1.0,0.9275409836065572
1,3,5,38.4,20.0,54.4,"Given the current game state and strategic considerations, it is crucial to consider both competence and benevolence of other players while also considering the potential for free-riders. In this situation, Player 1 and Player 2 demonstrate high levels of competence and benevolence, which indicates they are likely to contribute fairly. On the other hand, Player 3 shows slightly lower benevolence, suggesting a higher likelihood of being a free-rider. Player 4 exhibits low trust scores in both dimensions, indicating a potential risk for selfish behavior.

To maximize my final wealth and maintain future cooperation with those who have demonstrated cooperative tendencies, I will contribute a relatively high amount to the public pool. This move aims to encourage continued fair play from the other cooperative players while also signaling my own trustworthiness for future rounds.",90.0,36.0,1.0,1.0,1.0,1.0,1.0,0.5857923497267759,0.9699999999999999,0.1418032786885246,,
1,4,1,51.400000000000006,15.0,88.4,"Given the current game state and trust scores, it's crucial to continue encouraging cooperation while also being mindful of free-riders who may not reciprocate equally. In Round 4, I will contribute $15 to maintain a balance between fair contribution and my own interest in maximizing final wealth. This contribution is slightly less than my current wealth to reserve some funds for potential future contributions or unexpected situations. By contributing $15, I aim to demonstrate my continued cooperation while also signaling a slight shift towards self-interest, which could encourage others to follow suit.",130.0,52.0,,,1.0,0.9615384615384616,1.0,0.512147961328289,1.0,0.32180327868852465,1.0,0.7692307692307692
1,4,2,52.400000000000006,25.0,79.4,"Given the current game state, my trust scores, and the strategic considerations, I will adjust my contribution strategy based on the behavior of each player. Player 1, with both competence and benevolence at maximum, has been consistently cooperative. player 5 also shows high competence and benevolence, indicating a reliable contributor. On the other hand, players 3 and 4 have shown varying levels of trustworthiness.

Given this information, I will contribute a larger amount to the public pool to encourage cooperation from players with lower trust scores (players 3 and 4) while also maintaining my relationship with the more reliable players (Players 1 and 5). This approach should lead to mutual benefits through the multiplier effect and foster continued cooperation.",130.0,52.0,1.0,0.5769230769230769,,,1.0,0.512147961328289,1.0,0.32180327868852465,1.0,0.7692307692307692
1,4,3,61.400000000000006,20.0,93.4,"Given my current wealth advantage over some players, while also considering their varying levels of competence and benevolence, it's essential to maintain a balanced approach that encourages cooperation but also guards against potential free-riding. In this round, I will contribute a moderate amount to indicate my continued trust in the other players' competence, while also signaling my expectation for reciprocal cooperation moving forward.",130.0,52.0,1.0,0.5769230769230769,1.0,0.9615384615384616,,,1.0,0.32180327868852465,1.0,0.7692307692307692
1,4,4,71.4,50.0,73.4,"Given the high trust scores for all players except Player 3, who has a relatively lower benevolence score, I will adopt a mix of cooperative and strategic approach in this round. Since everyone contributes fairly benefits all participants, it is essential to encourage continued cooperation while also ensuring that my contributions are not taken advantage of by free-riders like Player 3.

To achieve this goal, I will contribute an amount that is higher than the average contribution so far but still lower than the maximum possible contribution ($71.4). This will demonstrate a commitment to cooperative behavior while also signaling a desire for fair play from all participants.

Furthermore, my increased contribution may positively influence Player 3's benevolence score, encouraging them to contribute more in future rounds and reducing the likelihood of them being a free-rider.",130.0,52.0,1.0,0.5769230769230769,1.0,0.9615384615384616,1.0,0.512147961328289,,,1.0,0.7692307692307692
1,4,5,54.400000000000006,20.0,86.4,"Given the game's current state, it is crucial to consider both the strategic implications and the trust scores of other players for a successful contribution strategy. In this round, the pool size seems to be growing steadily, suggesting that all players are cooperating to some extent. However, Player 3's lower benevolence score indicates a potential tendency towards free-riding, while Player 4's low benevolence and competence scores indicate a possible risk of uncooperative behavior.

In light of these factors, I will strategically contribute less to the public pool than my current wealth, aiming to encourage fair cooperation from other players while not overextending myself in case of potential free-riding. At the same time, I will strive to maintain or even improve trust scores with other players by demonstrating a cooperative yet cautious approach.",130.0,52.0,1.0,0.5769230769230769,1.0,0.9615384615384616,1.0,0.512147961328289,1.0,0.32180327868852465,,
1,5,1,88.4,65.0,108.60000000000001,"Given the current game state and my trust scores, it seems strategic to strike a balance between self-interest and cooperation. I have identified Player 2 as relatively more cooperative (Benevolence score of 0.96) while Player 4 is less cooperative (Benevolence score of 0.32). Contributing a large amount could benefit Player 2, but may also encourage free-riding behavior from less cooperative players like Player 4.

On the other hand, Players 3 and 5 have higher competence scores, indicating they are likely to contribute significantly, which would further boost the multiplier effect. However, I should consider their lower benevolence scores, suggesting they might not always prioritize cooperation as much as Player 2.

In light of these observations, I aim to encourage continued cooperation from the more cooperative players (Player 2) while minimizing potential free-riding behavior (from Player 4). To do this, I will contribute slightly less than my fair share, but enough to maintain a cooperative image and ensure a reasonable multiplier effect.",213.0,85.2,,,1.0,0.9389671361502347,1.0,0.6921479613282889,1.0,0.28296005541445396,1.0,0.3588299024918743
1,5,2,79.4,40.0,124.60000000000001,"Given the current game state and trust scores, it appears that Players 1, 5, and you have relatively higher benevolence scores compared to Player 3 and 4, indicating they might be more likely to contribute less or free-ride on others' contributions. To encourage fair play and maintain positive relationships with the other players, especially those who show cooperative behavior, a modest contribution is advisable. Simultaneously, it's essential to prevent being taken advantage of by potential free-riders.

Considering these factors, I will contribute $40 in this round. This amount is higher than my previous contributions but not excessive, aiming to maintain cooperation while ensuring a reasonable contribution level to prevent being exploited.",213.0,85.2,1.0,0.7569230769230768,,,1.0,0.6921479613282889,1.0,0.28296005541445396,1.0,0.3588299024918743
1,5,3,93.4,60.0,118.60000000000001,"Given the current game state, it's crucial to consider both competence and benevolence of other players while also keeping in mind the strategic benefits and potential drawbacks of contributing more or less to the public pool. In round 2, I contributed $10 as a signal of cooperation, but since then, Player 1 (competence=1.00, benevolence=0.58) has not shown consistent cooperative behavior. On the other hand, Players 2 and 5 have demonstrated higher levels of benevolence, while Player 4's lower benevolence score may indicate a tendency towards free-riding.

With only five rounds remaining, it is essential to maximize my final wealth by both encouraging cooperation from benevolent players and minimizing potential damage caused by less cooperative players like Player 1. To do this, I will adopt a mixed strategy:

1. Continue contributing a larger share compared to Players 2, 4, and 5, to demonstrate a cooperative stance while still retaining a wealth advantage over them. However, I won't contribute as much as in round 4, to avoid being too generous towards Player 1 who has not consistently reciprocated cooperation.
2. Reduce my contribution to Player 1, in order to discourage free-riding and encourage more cooperation from this player. This may also help improve my trust score with him/her.

In light of the above considerations, my strategy for this round will be:",213.0,85.2,1.0,0.7569230769230768,1.0,0.9389671361502347,,,1.0,0.28296005541445396,1.0,0.3588299024918743
1,5,4,73.40000000000002,30.0,128.60000000000002,"Given the current game state, it's crucial to maintain a balanced approach that ensures both my own gain and fosters continued cooperation with other players for long-term benefits. My trust scores suggest a mix of cooperative (Player 2) and free-riding tendencies (Players 1, 3, and 5).

In Round 4, I contributed significantly to demonstrate trust and encourage reciprocation from others, especially Player 1 who currently has the highest wealth. However, since my contribution might have been perceived as overly generous or a sign of weakness, I will now reduce my contribution slightly in an attempt to balance cooperation with self-interest.

Taking into account the memory of recent rounds and strategic considerations, I will contribute a moderate amount to maintain good relationships while ensuring a reasonable return on investment for myself.",213.0,85.2,1.0,0.7569230769230768,1.0,0.9389671361502347,1.0,0.6921479613282889,,,1.0,0.3588299024918743
1,5,5,86.40000000000002,18.0,153.60000000000002,"Given the current game state, it's essential to consider both the strategic benefits of contributing and the trust scores from other players. The high competence scores (1.00) suggest that all players are skilled in this game, but varying levels of benevolence indicate differences in their willingness to contribute.

In rounds 2-4, I contributed $12, $20, and $20 respectively, aiming for a fair distribution and encouraging cooperation. However, my recent contributions might have been perceived as too high by some players (P3 and P4), potentially damaging their trust in me. On the other hand, Player 2's higher benevolence score might make them more likely to contribute more, which could benefit all players in the long run.

Considering these factors, I will strategically lower my contribution slightly to rebuild trust with some players and maintain a balance that encourages cooperation without appearing as a free-rider. Additionally, the multiplier effect will ensure that even a smaller contribution will still yield significant benefits.",213.0,85.2,1.0,0.7569230769230768,1.0,0.9389671361502347,1.0,0.6921479613282889,1.0,0.28296005541445396,,
1,6,1,108.60000000000002,75.0,149.60000000000002,"Given the current game state, my trust scores, and strategic considerations, I will adopt a balanced approach that combines cooperation with self-interest. I will aim to encourage ongoing cooperation while also not being too generous to potential free-riders. At this stage in the game, players 2, 3, and 5 seem more cooperative based on their higher benevolence scores, while player 4 appears less so.

To maximize my final wealth, I will contribute a substantial amount to maintain a competitive advantage, yet not too much that it could be perceived as an overly generous move, potentially causing resentment from others or inviting exploitation by the free-rider (player 4).",290.0,116.0,,,1.0,0.8620689655172413,1.0,0.8099391370144287,1.0,0.46296005541445395,1.0,0.18915082003960096
1,6,2,124.60000000000002,50.0,190.60000000000002,"Given the current game state, my trust scores for other players indicate varying levels of benevolence and competence. Player 1, 3, and 5 have shown relatively high competence but moderate to low benevolence, which might suggest they tend to contribute less or not at all in subsequent rounds if given the opportunity. On the other hand, Player 4 has a significantly lower benevolence score compared to others, making them more likely to be a free-rider.

To maximize my final wealth while maintaining cooperation with those who might still contribute, I will increase my contribution slightly to encourage fair play and benefit from the multiplier effect. However, considering Player 4's low benevolence score, I choose to remain cautious in my contribution. This approach aims to ensure a decent return while also keeping some wealth reserved for potential situations where cooperation might not be maintained.",290.0,116.0,1.0,0.9369230769230767,,,1.0,0.8099391370144287,1.0,0.46296005541445395,1.0,0.18915082003960096
1,6,3,118.60000000000002,60.0,174.60000000000002,"Given the current game state and my trust scores, it's crucial to maintain a balance between self-interest and cooperation for optimal results. While Player 2 has shown high benevolence, Player 4 has a low benevolence score, suggesting potential free-riding behavior. On the other hand, Player 5 also seems to have low benevolence but has contributed more in recent rounds, indicating possible changes in strategy.

Player 1 and Player 2's high competence scores suggest they are skillful players who can contribute strategically. Given that we are approaching the last few rounds of the game, it would be beneficial to maximize my own wealth while also maintaining a cooperative image to encourage future cooperation.

With this strategy in mind, I will contribute a significant but not excessive amount to show commitment to the group and encourage continued cooperation, without giving too much advantage to potential free-riders.",290.0,116.0,1.0,0.9369230769230767,1.0,0.8620689655172413,,,1.0,0.46296005541445395,1.0,0.18915082003960096
1,6,4,128.60000000000002,80.0,164.60000000000002,"Given the current game state and my trust scores, I will strategically adjust my contribution with an aim to maximize my final wealth while fostering continued cooperation. My high trust in Player 2 and Player 5 is a positive sign, but Player 3's lower benevolence score and Player 1's slightly lowered competence score might be indicative of potential free-riding behavior in the future rounds.

To mitigate the risk of being exploited by free-riders and to incentivize cooperation among high trust players, I will increase my contribution significantly compared to previous rounds but not as much as Round 4 where I contributed $50, which might have been seen as too generous. My goal is to encourage continued cooperation while ensuring that I am not overly benefiting the potential free-riders.",290.0,116.0,1.0,0.9369230769230767,1.0,0.8620689655172413,1.0,0.8099391370144287,,,1.0,0.18915082003960096
1,6,5,153.60000000000002,25.0,244.60000000000002,"Given the high competence scores of all players and my personal goal to maximize final wealth, it is strategically beneficial to maintain a balanced contribution while also considering the benevolence levels of each player. In this case, Player 2 shows the highest benevolence score, suggesting they are more likely to cooperate in future rounds. Therefore, I will contribute slightly more than my average past contributions to show goodwill and encourage continued cooperation with Player 2, hoping that they reciprocate by contributing more as well.",290.0,116.0,1.0,0.9369230769230767,1.0,0.8620689655172413,1.0,0.8099391370144287,1.0,0.46296005541445395,,
1,7,1,149.60000000000002,100.0,279.6,"Given the current game state and trust scores, it seems that Players 2 and 3 have been consistently contributing more than the minimum and demonstrating a high level of competence and benevolence, while Player 4 has shown only moderate benevolence, and Player 5 has shown very low benevolence. This suggests that Players 2 and 3 are more likely to contribute fairly in future rounds, whereas Player 5 may be a free-rider.

Given the strategic considerations of the game, it is important to strike a balance between contributing enough to benefit from the multiplier effect and not giving too much to potential free-riders like Player 5. At the same time, maintaining high trust scores with other players is crucial for future cooperation.

Taking these factors into account, I will contribute a significant amount to encourage continued cooperation from Players 2 and 3 while being cautious about Player 5.",575.0,230.0,,,1.0,0.6553523238380808,1.0,0.6964741072286833,1.0,0.47213917862126425,1.0,0.369150820039601
1,7,2,190.60000000000002,80.0,340.6,"Given the current game state and the trust scores, it appears that Player 1 and Player 3 are consistently contributing fairly and demonstrating benevolence towards others. However, Player 4 and especially Player 5 have shown less cooperative behavior. Considering this, I will contribute a significant amount to encourage continued cooperation from Player 1 and Player 3 while also signaling my disapproval towards the free-riding behavior of Players 4 and 5.",575.0,230.0,1.0,0.8695652173913043,,,1.0,0.6964741072286833,1.0,0.47213917862126425,1.0,0.369150820039601
1,7,3,174.60000000000002,90.0,314.6,"Given the game's current state, it is crucial to maintain a balance between contributing enough to benefit from the multiplier while not being a free-rider. As the round number approaches the end, the contributions of each player become increasingly important.

In this situation, Player 1 and Player 2 have relatively high trust scores, indicating they are likely to contribute fair shares. However, Player 4 and Player 5 have lower trust scores, suggesting a higher likelihood of free-riding. By contributing more than them, I aim to encourage their cooperation while also maximizing my own benefits.

At the same time, maintaining high trust scores is essential for future cooperation. Contributing a considerable amount may reduce my trust score with the more benevolent players (Player 1 and Player 2), so it's important to strike a balance between cooperation and self-interest.

Based on this analysis, I will make a strategic contribution that is higher than Player 4 and Player 5 but less than Player 1 and Player 2 to encourage continued cooperation while also maximizing my final wealth.",575.0,230.0,1.0,0.8695652173913043,1.0,0.6553523238380808,,,1.0,0.47213917862126425,1.0,0.369150820039601
1,7,4,164.60000000000002,100.0,294.6,"Given the current game state, it's important to consider both competence and benevolence of other players when deciding on contributions. While Player 5 has lower benevolence scores compared to others, their competence is high, suggesting they are also good at the game. However, given their low benevolence, there is a risk that they might free-ride in future rounds.

To encourage continued cooperation from players with higher benevolence scores like Player 1 and Player 2, it's crucial to contribute moderately to demonstrate fairness and trustworthiness. On the other hand, I should be more cautious with Player 5, who has shown lower levels of benevolence.

Considering these factors, I will contribute a slightly higher amount than my average contribution so far, but not enough to significantly change the game's dynamics. This strategy aims to maximize my final wealth by balancing cooperation and competition.",575.0,230.0,1.0,0.8695652173913043,1.0,0.6553523238380808,1.0,0.6964741072286833,,,1.0,0.369150820039601
1,7,5,244.60000000000002,205.0,269.6,"Given the high competence scores of all players, indicating that they are strategic and understand the game mechanics. Additionally, Player 4's benevolence score is relatively low compared to others, suggesting less willingness to cooperate or contribute as much. Considering this and my goal to maximize my final wealth, it would be advantageous to contribute a slightly higher amount than Player 4 in this round to maintain a lead over them. At the same time, I will aim to keep my contributions competitive with those of Players 1, 2, and 3 to encourage continued cooperation and not give the impression of being a free-rider.",575.0,230.0,1.0,0.8695652173913043,1.0,0.6553523238380808,1.0,0.6964741072286833,1.0,0.47213917862126425,,
1,8,1,279.6,87.0,483.40000000000003,"Given the current game state, my trust scores, and strategic considerations, I will choose to make a moderate contribution to encourage cooperation while also trying to stay competitive for the final wealth ranking. Player 2 has shown slightly less benevolent behavior compared to others, so I will contribute more than them but still less than Player 3 and Player 4, who have demonstrated more cooperative tendencies. Additionally, Player 5 has the least benevolence score among all players, which makes me wary of contributing too much to them. To maximize my final wealth while maintaining a positive image, I will contribute less than in previous rounds when I contributed $100.",727.0,290.8,,,1.0,0.6068932521359677,1.0,0.8764741072286832,1.0,0.379738087084776,1.0,0.37068843469568163
1,8,2,340.6,120.0,511.40000000000003,"Given the current game state and trust scores, it is apparent that some players exhibit a higher level of benevolence than others, suggesting they are more likely to cooperate and contribute fairly. However, it's also important to consider that contributors will benefit from the multiplier effect more than free-riders who do not contribute or contribute less.

In light of this analysis, I will aim to maintain a moderate level of contribution while taking advantage of the multiplier effect and encouraging cooperation among players with higher benevolence scores. I will also attempt to discourage free-riding by players with lower benevolence scores.",727.0,290.8,1.0,0.5681717600621972,,,1.0,0.8764741072286832,1.0,0.379738087084776,1.0,0.37068843469568163
1,8,3,314.6,300.0,305.40000000000003,"Given the current game state, my strategy aims to maximize benefits while encouraging cooperation and maintaining a positive image among other players. My trust scores suggest that Players 1, 2, and 4 are more likely to cooperate compared to Player 5. Therefore, I will contribute a moderate amount that is higher than Player 5 but lower than the average of the top three players (1, 2, and 4) to encourage cooperation and maintain my positive image.",727.0,290.8,1.0,0.5681717600621972,1.0,0.6068932521359677,,,1.0,0.379738087084776,1.0,0.37068843469568163
1,8,4,294.6,100.0,485.40000000000003,"Given the current game state, it's important to consider a strategic approach that balances contributing enough to benefit from the multiplier effect while also minimizing the potential impact on your final wealth due to free-riding by other players. Given the trust scores, Player 1 and Player 3 seem relatively cooperative, while Player 2 and Player 5 have lower benevolence scores, indicating a higher likelihood of free-riding.

In this context, contributing a substantial amount may not be beneficial due to the risk of being taken advantage of by less cooperative players. Instead, it's strategic to contribute a moderate amount that encourages cooperation while also preserving your wealth for potential future strategic decisions.

Taking into account your past contributions and their corresponding statements, a contribution closer to Round 7's $100 would be appropriate. This amount is significant enough to demonstrate cooperation but not so high as to jeopardize your final position if other players continue to free-ride.",727.0,290.8,1.0,0.5681717600621972,1.0,0.6068932521359677,1.0,0.8764741072286832,,,1.0,0.37068843469568163
1,8,5,269.6,120.0,440.40000000000003,"Given the high competence scores of all players, indicating they are strategic and capable, while considering varying levels of benevolence, it's crucial to adopt a balanced approach to contribution in this round. The goal is to secure enough personal gain while fostering continued cooperation for mutual benefit in the remaining rounds.

Player 1 has demonstrated above-average benevolence, suggesting they might contribute generously and could be trusted with higher contributions. In contrast, Player 4 has shown relatively low benevolence scores, which may indicate a tendency towards free-riding or lesser cooperation. Therefore, it is strategic to invest more in players like Player 1 and less in Player 4, while maintaining fair contributions to the others.",727.0,290.8,1.0,0.5681717600621972,1.0,0.6068932521359677,1.0,0.8764741072286832,1.0,0.379738087084776,,
1,9,1,483.4000000000001,200.0,619.4000000000001,"Given the current game state, my strategy is to maintain a balance between self-interest and fostering cooperation with other players. In the last few rounds, I have observed varying levels of trustworthiness among the players, with Player 3 being the most benevolent and Player 4 the least. However, it's important to remember that even the less cooperative players may increase their contributions in the final rounds due to the imminent end of the game and the opportunity for a significant gain.

To maximize my chances of winning while also encouraging continued cooperation, I will contribute a substantial amount but not enough to overshadow other players' potential winnings. This strategy should motivate players to reciprocate in the final round by contributing more than usual, creating a favorable multiplier effect for everyone involved.",840.0,336.0,,,1.0,0.2862055217233198,1.0,1.0,1.0,0.32838434791769716,1.0,0.5506884346956816
1,9,2,511.4000000000001,70.0,777.4000000000001,"Given the current game state and considering my trust scores, I will adopt a strategic approach that balances cooperation and self-interest to maximize my final wealth while maintaining positive relations with other players. My strategy for this round is as follows:

1. Maintain fairness in contribution to encourage continued cooperation from competitive players (Player 3) and secure the benefits of the multiplier effect. However, I will also take into account the free-riding behavior of less cooperative players (Player 4 & Player 5) by adjusting my contribution accordingly.

2. My trust scores indicate that Player 1 is moderately cooperative but slightly less benevolent. Given their competence, I believe a higher contribution could foster increased cooperation in the final round. However, to avoid being taken advantage of in the last round, I will reduce my contribution compared to earlier.",840.0,336.0,1.0,0.7481717600621971,,,1.0,1.0,1.0,0.32838434791769716,1.0,0.5506884346956816
