Game,Start Sender Amount,Start Receiver Amount,Amount Sent By Sender,Amount Sent By Receiver,Final Sender Amount,Final Receiver Amount,Sender Promise,Receiver Promise
3,6,29,5,3,4,36,"I'll send a significant amount this round, hoping it will lead to a mutually beneficial outcome for both of us in future rounds and increase our chances of winning together.","I will strategically send a significant amount back in the upcoming rounds, hoping it will lead to a mutually beneficial outcome for us both and maximize our chances of winning together."
3,4,36,2,1,3,39,"I will send you the maximum amount in this round, hoping that we can build a strong partnership and increase our chances of winning together in future rounds.",I will consider returning a larger amount in the future rounds to increase our chances of winning together.
3,3,39,2,1,2,42,"I'll send you all of my money this round, hoping that your increased funds will result in a larger return for me in future rounds, ultimately benefiting us both and potentially winning the game together.","I'll send back a significant amount next round, hoping it will lead to a mutually beneficial outcome for both of us and increase our chances of winning together. However, for this round, I find myself in a tight financial situation, so I'm unable to return more than 1 dollar at the moment. Let's work together to maximize our chances in the remaining rounds."
3,2,42,2,0,0,46,"""I will send the maximum possible amount next round to maximize our chances of winning together, but for this round, let's both agree to send a dollar each to maintain a fair starting point for the upcoming rounds.""","""Let's both agree to send 2 dollars each for the next round, ensuring a fair start and maintaining our strong partnership for the best chance of winning together."""
3,0,46,0,0,0,46,"""Let's both agree to send a significant amount next round to maximize our chances of winning together.""","I'll send a substantial amount next round, hoping it will lead to a mutually beneficial outcome for both of us in future rounds and increase our chances of winning together. Let's agree on keeping some funds for the final round, as we don't want to take unnecessary risks."
3,0,46,0,0,0,46,"I will strategically send a considerable amount next round, hoping it will lead to a mutually beneficial outcome and maximize our chances of winning together. However, for this round, I find myself in a tight financial situation, so I'm only able to return 1 dollar at the moment. Let's work together to make the most of the remaining rounds.","I will consider sending a significant amount in the next round, as it aligns with our goal of maximizing our chances of winning together. However, for this round, I would like you to send me the maximum possible amount, as per your previous statements, to maintain fairness and build a strong partnership for future rounds."
4,15,0,7,5,13,9,"I will send you $14 in this round, and if we both strategize well, we can both win significantly more money in the later rounds.","I will send back $3 this round, hoping we can both increase our wealth in the later rounds for a better chance at winning the most money by the end of the game."
4,13,9,10,3,6,26,"I'll send you $5 this round, hoping we can build our wealth together for a stronger position in the later rounds and potentially win the most money by the end of the game.","I'll consider sending a larger amount in this round to boost our chances for later rounds, but I'm also thinking of holding some money back for potential opportunities that might arise during the game. Let's work together to maximize our winnings."
4,6,26,2,1,5,29,"I will send $2 this round, hoping we both can increase our wealth and have a better chance of winning by the end of the game, while still leaving enough for potential opportunities that might arise in future rounds.","I will carefully consider my moves in each round to maximize our chances of winning the most money by the end of the game, while still maintaining enough funds for potential opportunities that may arise later."
4,5,29,4,2,3,35,"I will strategically consider sending a moderate amount this round to encourage a larger return, aiming for a balanced approach that maximizes our chances in later rounds while ensuring we both have sufficient funds for potential opportunities. Let's work together for a win-win situation.","""I will strategically consider sending a significant portion back to you this round to build our wealth together and increase our chances of winning in the later rounds."""
4,3,35,2,0,1,39,"""I'm going to send 2 dollars this round, as I believe we should work together to maximize our chances of winning the most money by the end of the game. Let's increase our funds for potential opportunities that might arise in later rounds.""","""I will consider sending a significant amount back this round, hoping that we can both build our wealth and increase our chances of winning the most money by the end of the game."""
4,1,39,1,0,0,41,"""I will be cautious with my moves for now, aiming to secure a significant advantage in the upcoming rounds while also keeping some funds for potential opportunities. Would you consider sending back a substantial amount this round as well?""","""Let's continue our strategy of mutual growth, I'll send back $1 for now, but rest assured, I plan to strategically increase my contributions in upcoming rounds to ensure we both have a strong chance of winning."""
4,0,41,0,0,0,41,"Let's work together by sending a substantial amount this round, aiming for a significant increase in our mutual wealth and improved chances of winning in later rounds. I trust that you will follow suit to maximize our combined advantage.","""I'll strategically send 20 dollars back this round, aiming for a substantial increase in our mutual wealth and improved chances of winning in later rounds. Let's work together for a win-win situation."""
4,0,41,0,0,0,41,"""I will send a significant amount back this round, hoping that we can both build our wealth and increase our chances of winning the most money by the end of the game.""","I will send back a moderate amount this round, aiming for a balanced approach that maximizes our chances in the last round while ensuring we both have sufficient funds for potential opportunities. Let's work together for a win-win situation."
4,0,41,0,0,0,41,"I will strategically consider sending a substantial amount back this round, hoping that we can both build our wealth and increase our chances of winning the most money by the end of the game.","""I will strategically send back a substantial amount this round, hoping to significantly increase our combined wealth and maximize our chances of winning the most money by the end of the game."""
4,0,41,0,0,0,41,"""I will strategically send a substantial amount back this round, aiming for a significant increase in our combined wealth and maximizing our chances of winning the most money by the end of the game.""","""I'll send back a substantial amount this round, hoping we can both increase our chances of winning the most money by the end of the game."""
5,15,0,7,5,13,9,I will send you as much money as possible in this round to maximize our chances of winning in the long run.,"I will consider sending back a significant portion of the doubled amount to increase our chances of winning in the long run. However, I would appreciate it if you also take this strategy into account for future rounds as well."
5,13,9,7,2,8,21,I will send 7 dollars now and aim to maximize our joint winnings by considering doubling my send amount in future rounds.,"I will consider increasing my send amount in future rounds for a better chance at winning, but right now I need to keep some money for potential opportunities that may arise. Let's work together to maximize our combined winnings."
5,8,21,4,1,5,28,"""I'll strive to increase my sending amount in future rounds for a better chance at winning, but I also need to keep some money for potential opportunities that may arise. Let's work together to maximize our combined winnings.""","""I will consider doubling my send amount in future rounds for a better chance at winning, while also keeping some money for potential opportunities that may arise. Let's work together to maximize our combined winnings."""
5,5,28,2,1,4,31,"""I plan to increase my send amount significantly in future rounds for a better chance at winning, but I also understand the importance of keeping some money for potential opportunities that may arise.""","I will consider increasing my send amount significantly in the next rounds for a better chance at winning, while also keeping some money for potential opportunities that may arise. Let's work together to maximize our combined winnings."
5,4,31,3,2,3,35,"I'll double my send amount in the next rounds for a better chance at winning, while also keeping some money for potential opportunities that may arise. Let's work together to maximize our combined winnings.","""I'll send as much money back to you as possible now, but I plan to increase my send amount significantly in future rounds for a better chance at winning while also keeping some money for potential opportunities that may arise."""
5,3,35,1,0,2,37,"""I will consider doubling my send amount in the next rounds for a better chance at winning, while also keeping some money for potential opportunities that may arise.""","""I will send back the maximum amount possible in this round to maximize our joint winnings for future rounds."""
5,2,37,2,0,0,41,"""I will send as much money as possible now to help us both maximize our winnings in the upcoming rounds, but I also need to keep some for potential opportunities that may arise.""","""I'll strategically send a higher amount in upcoming rounds, while also ensuring we both maximize our winnings and explore potential opportunities."""
5,0,41,0,0,0,41,"I will send a significant amount of money in the next round, hoping for a larger return and potentially securing our joint victory. Let's collaborate strategically for optimal outcomes.","I'll increase my send amount significantly in the next rounds for a better chance at winning, while also keeping some money for potential opportunities that may arise. Let's work together to maximize our combined winnings."
5,0,41,0,0,0,41,"""I will send a substantial amount of money in the next round, aiming for a higher combined winnings, but I also plan to explore potential opportunities that may arise.""","""I will send all my remaining money back to you in this round, hoping for a larger return and maximizing our combined winnings in the final round."""
5,0,41,0,0,0,41,"I will increase my send amount significantly in the next rounds to maximize our combined winnings, while also keeping enough for potential opportunities that may arise in the final round. Let's work together to achieve this mutual goal.","I will strategically send a significant amount of money in the next round, aiming for a higher combined winnings, but I also need to keep some funds for potential opportunities that may arise in this final round. Let's collaborate to maximize our chances."
6,15,0,8,6,13,10,"I will send you 10 dollars, hoping that you will return more so we both can have a good chance of winning the game with more money in our respective accounts.","I will consider sending back a significant amount of the money for a better chance at winning in the upcoming rounds, but I need to ensure I have enough left to make strategic moves as well."
6,13,10,1,0,12,12,"I will send you as much as possible to give us both a better chance at winning in the upcoming rounds, but remember that you have the power to strategize and decide how much to send back. Let's work together for our mutual benefit.","""I will send back a dollar this round, but in the following rounds I plan to strategically increase my returns to help us both accumulate more money and potentially win."""
6,12,12,3,2,11,16,"""I will send you a significant amount this round, as I believe that by cooperating now, we both have a better chance of accumulating more money and potentially winning in the upcoming rounds.""","""Let's work together for our mutual benefit by sending back half of my doubled money in each round, ensuring we both accumulate more resources for the upcoming challenges."""
6,11,16,3,1,9,21,"""I'll consider sending back a significant portion of my doubled money in the upcoming rounds for a better chance at winning, but I need to ensure I have enough left for strategic moves as well.""","""I plan to strategically send back a portion of this doubled money in the upcoming rounds, aiming for a balance between accumulating more and having enough left for strategic decisions."""
6,9,21,4,3,8,26,"I'll be sending back 4 dollars this round, aiming to accumulate more resources for our mutual benefit and have enough left for strategic decisions in the upcoming rounds.","""I will send back 5 dollars this round, hoping to build a strong partnership and maximize our chances of winning together in the upcoming rounds."""
6,8,26,4,2,6,32,"I will send back 3 dollars this round, hoping to establish a cooperative relationship and maximize our chances of winning together in the remaining rounds by building trust and reciprocity.","""I will consider sending back a significant portion of my doubled money in the upcoming rounds, balancing the need for cooperation and strategic moves to maximize our chances of winning together."""
6,6,32,3,2,5,36,"I will strategically send back a significant portion of my doubled money in the upcoming rounds, aiming for a balance between cooperation and making moves that could potentially maximize our chances of winning together.",I will strategically keep some money for my own needs but will also return a significant amount to ensure our mutual benefit and trust in the remaining rounds. Let's work together to maximize our chances of winning.
6,5,36,3,2,4,40,I will strategically keep some money for my own needs but will send the maximum possible amount in this round to build a strong partnership and ensure our mutual benefit for the upcoming rounds.,I will send back 2 dollars this round as a token of goodwill and also to maintain our balance for strategic decisions in the remaining rounds.
6,4,40,4,0,0,48,"""To ensure our mutual success and maximize our chances of winning, I will strategically send back 3 dollars this round, hoping for a balanced partnership and effective cooperation in the final decisive round.""","""I will strategically send back the maximum possible amount, 8 dollars, to demonstrate my commitment to our partnership and increase our chances of winning together in the final round."""
6,0,48,0,0,0,48,"I will send you as much money as possible this round, demonstrating my trust and commitment to our partnership, while also ensuring we have enough for strategic decisions in the remaining rounds.","I will strategically return all of the doubled money in this round as a show of our commitment and trust, aiming for a balanced partnership that maximizes our chances of winning together in the final decisive round."
7,15,0,7,2,10,12,"I will send you $10 in this round, hoping you'll return a significant amount for both of us to gain an advantage in the following rounds.","I will consider returning a portion of the doubled amount to help us both strategize for the upcoming rounds, but my primary focus is on accumulating as much wealth as possible to win this game."
7,10,12,5,3,8,19,"""I will strategically send you a significant amount of money this round, hoping that you return a proportionate amount, as we both aim to maximize our wealth for upcoming rounds and potentially secure victory.""","I will consider returning a considerable amount of the doubled money, as I aim to secure a strategic advantage for both of us in the upcoming rounds. However, my decision may depend on the moves made by other players in the game."
7,8,19,5,3,6,26,"I will strategically send the maximum amount of money this round, hoping for a larger return in the upcoming ones, but I would appreciate it if you consider returning a significant portion as well for our mutual benefit.","I will strategically consider returning a substantial amount of the doubled money for our mutual benefit in the upcoming rounds, as both of us aim to maximize our wealth and potentially secure victory."
7,6,26,1,2,7,26,"I will send a strategic amount to maximize our wealth for the upcoming rounds, hoping for a fair return that benefits us both.","""I'll return a portion of the doubled money to help boost our prospects for upcoming rounds, aiming to maximize our potential winnings."""
7,7,26,5,3,5,33,"""I will strategically send 6 dollars this round to help us both build a strong foundation for the upcoming rounds, as I aim to maximize our collective potential winnings and secure victory.""",I will return a significant portion of the doubled amount in order to establish a mutually beneficial strategy for the remaining rounds and increase our chances of winning.
7,5,33,4,2,3,39,"""I will send you as much money as I can, hoping that we can build a mutually beneficial strategy for the remaining rounds and increase our chances of winning together.""","""I will strategically return a portion of this doubled amount to demonstrate our mutual cooperation for increased chances in the upcoming rounds and potential victory."""
7,3,39,3,1,1,44,"I will strategically consider returning a significant portion of the doubled money for our mutual benefit and potential advantage in the upcoming rounds. However, my decision may depend on the moves made by other players in the game. Let's work together to maximize our chances of winning.","""I will strategically return a substantial portion of this doubled money for our mutual benefit and increase our chances of winning together in the remaining rounds."""
7,1,44,0,0,1,44,I will send a significant amount of this doubled money to boost our chances for mutual benefit and victory in the remaining rounds.,"I will strategically hold onto most of this doubled money for the upcoming rounds, hoping to build a strong foundation for our mutual advantage and potential victory. Let's work together to maximize our chances of winning."
7,1,44,1,2,2,44,"I will send you a significant portion of this doubled amount, aiming for mutual benefit and maximizing our chances of winning together in the final round.","I will strategically consider returning a significant portion of this doubled money for our mutual benefit and potential advantage in the upcoming rounds, as I believe cooperation is key to winning in this final round. However, my decision may still depend on your future moves. Let's work together!"
7,2,44,1,0,1,46,I will strategically return half of this doubled amount to demonstrate our mutual cooperation and maximize our chances of winning together in this final round.,"I will strategically consider sending a significant portion of this doubled money back to you for our mutual benefit and potential advantage in the final round, but my decision might depend on the moves made by other players. Let's work together to maximize our chances of winning."
8,15,0,4,3,14,5,I will send you $5 this round and hope you return a significant amount to maximize both our winnings in future rounds.,"I will consider sending back a significant amount to ensure our mutual growth in winnings throughout the remaining rounds. However, my decision is subject to strategic planning for the upcoming games."
8,14,5,7,1,8,18,I will strategically send you enough money to maximize our winnings in future rounds while ensuring I have sufficient funds for my own growth. Let's work together for mutual success!,"I will strategically consider returning a significant amount of this money, aiming for a win-win situation in future rounds while ensuring I have enough funds for my own growth as well. Let's collaborate for our mutual success!"
8,8,18,2,1,7,21,I will strategically send a significant amount of money with the hope that we both grow our winnings and collaborate effectively in the upcoming rounds.,"I will consider returning a substantial portion of the doubled amount to support our mutual success in future rounds, ensuring a balanced growth for both of us."
8,7,21,6,3,4,30,"""I will strategically return a significant portion of this money, hoping for a win-win situation in our upcoming rounds while also ensuring my own growth and success.""","""I'll return a strategic amount to ensure mutual growth and success in our upcoming rounds, while also aiming for a significant win at the end of this game."""
8,4,30,4,1,1,37,"I will send you $3 to maximize our chances of mutual success and growth throughout the remaining rounds, with a strategic aim for a significant win at the end of this game.","I'll strategically consider returning a portion of this money for our mutual benefit and success in the upcoming rounds, but I'll prioritize maintaining enough funds for my own growth as well. Let's work together to maximize our winnings!"
8,1,37,0,0,1,37,"I'll strategically send a substantial amount of money in this round to encourage mutual growth and success in the remaining games, while also ensuring I have enough funds for my own potential wins. Let's work together and make the best out of these next 4 rounds!",I will strategically return a moderate amount of money in this round to encourage collaboration and mutual success while preserving funds for my own potential wins in the upcoming games. Send back 2 dollars.
8,1,37,1,0,0,39,I will send back a strategic amount to ensure a balanced growth for both of us in these remaining rounds while aiming for a significant win at the end of this game.,I will send back $1 to encourage a balanced growth for both of us in the remaining rounds while aiming for a significant win at the end of this game. Let's work together strategically.
8,0,39,0,0,0,39,I will send a strategic amount that encourages mutual growth and success while aiming for a significant win in our remaining rounds. Let's work together for the best outcome.,"I will strategically return a small portion of this doubled money to maintain a balanced growth for both of us in the remaining rounds, while also increasing our chances of a significant win at the end of this game."
8,0,39,0,0,0,39,"""I will send back a significant amount of money to ensure our mutual success and growth in this final round, aiming for the biggest possible win at the end.""","""I will send back the maximum amount possible, aiming for a significant win in our final round together."""
8,0,39,0,0,0,39,"I will send a significant amount of money back to you, hoping for a substantial win in our final round together. However, I encourage you to consider returning an equal amount to maintain a fair balance and maximize our chances of success.","""I will strategically send a portion of this doubled amount back to you, encouraging mutual growth and success for our best chances in these final rounds."""
9,15,0,8,5,12,11,"I'll send you the maximum amount of money in this round to give us both a fair chance to accumulate more funds over the next 8 rounds and maximize our chances of winning the game. However, remember that you can also use strategy to decide how much to send back to me.","I'll consider returning a significant portion of the money to give us both a fair chance for the upcoming rounds, but my strategy might change as the game progresses."
9,12,11,10,2,4,29,"I'll send a strategic amount that gives us both a fair chance for upcoming rounds while maintaining an advantage for me, but I might adjust my strategy as the game progresses.","I'll consider sending back a strategic amount to even out our chances for the next rounds, but I might adjust my strategy as the game progresses based on how you respond."
9,4,29,3,5,6,30,"I will send 3 dollars, hoping that you will return a large amount in future rounds to give us both a better chance of winning.","I will consider sending a smaller amount this round to conserve funds and potentially gain an advantage for future rounds, but I may also send more depending on my strategy for the game's overall progression."
9,6,30,1,2,7,30,"""I will consider sending a larger amount this round to increase my chances of winning more money in the long run, but I might adjust my strategy based on your response.""","""I will strategically return a significant portion of this money to give us both a better chance at winning, but I plan to increase my returns in later rounds."""
9,7,30,6,4,5,38,"""I will aim to be strategic and conserve funds for future rounds, but I might also send a larger amount if it gives us both a better chance at winning.""","""I will consider sending a strategic amount this round that gives us both a fair chance for upcoming rounds, while ensuring I maintain a slight advantage for myself."""
9,5,38,1,2,6,38,"""I will strategically send 3 dollars this round, hoping for a larger return in the following rounds, and aiming for a fair chance to win the remaining games.""","I will be strategic and conserve funds for future rounds, but I might also send a larger amount if it gives us both a better chance at winning."
9,6,38,1,2,7,38,"I will strategically send you 4 dollars this round, hoping for a fair return that will give us both a competitive edge in the remaining games.","I will consider returning a significant portion of the doubled money this round, aiming for a balanced strategy that could potentially benefit us both in the upcoming games."
9,7,38,5,2,4,46,I will strategically send a larger amount this round to maximize our chances of winning in the final rounds.,"I will strategically send 2 dollars this round, hoping for a greater return and an increased chance of winning in the final rounds."
9,4,46,1,2,5,46,"""I will strategically send 3 dollars this round, hoping for a larger return and a greater chance of winning in the final round.""","""I will strategically send 2 dollars this round, hoping for a larger return and a greater chance of winning the final game."""
9,5,46,5,3,3,53,"I will strategically send $5 this round, hoping for a larger return and an increased chance of winning the final game, but I encourage you to send more if you believe it could benefit us both in the upcoming rounds.","""I will strategically send 9 dollars this round, hoping for a larger return and securing our chances of winning the final game together."""
10,15,0,8,6,13,10,"I will send you $14 in this round, hoping that you'll send me back a strategic amount that maximizes our chances of winning the game.","""I'll consider sending back $8 this round, but I might adjust my strategy for the upcoming rounds to maximize our chances of winning the game."""
10,13,10,4,2,11,16,"""I will send you $12 this round, hoping that you'll return a significant amount in the following rounds, potentially giving us an edge in the game.""","""I will strategically send back $2 this round, hoping to build up a significant advantage for the remaining rounds."""
10,11,16,4,6,13,18,"I'll send you $5 this round, hoping to capitalize on future opportunities for a larger advantage.","""I will consider sending a substantial amount back in upcoming rounds, aiming for a strategic advantage towards the end of the game."""
10,13,18,9,3,7,33,"""I will strategically send back a larger amount in upcoming rounds, hoping to secure a significant advantage for the final stages of the game.""","""I will consider returning a significant amount in upcoming rounds, aiming to secure a winning advantage for us both."""
10,7,33,2,0,5,37,"I'll send back $3 this round and I plan to strategically increase my returns as the game progresses, aiming for a significant advantage by the end of the rounds.","I will consider returning a substantial amount in the upcoming rounds to increase our chances of winning the game. However, I may also strategically hold onto some funds for future opportunities."
10,5,37,2,3,6,38,"I'll send as much as possible this round and expect a fair return in the following rounds, ensuring we both have a good chance of winning the game.","I will consider increasing my returns strategically as the game progresses, aiming to secure a significant advantage by the end of the rounds. However, I believe it would be beneficial for both of us if we also prioritize our initial investments in these upcoming rounds."
10,6,38,2,0,4,42,"I will strategically send back as much as possible in the upcoming rounds, with the aim of securing a significant advantage for both of us by the end of the game.","I plan to strategically increase my returns as the game progresses, aiming for a significant advantage by the end of the rounds, but for this round, I'd like to return 1 dollar as a token of gratitude for your initial contribution."
10,4,42,3,0,1,48,"I will send you 3 dollars this round, hoping for a larger return from you that could potentially secure our win in the remaining rounds.","I'll send back $1 this round and aim to increase my returns strategically in the final stages of the game, hoping for a fair chance to win together."
10,1,48,1,2,2,48,"""I will aim to maximize my returns strategically in the final stages of the game, but for this round, I would like to send you a dollar as a token of good faith and encouragement for our mutual success.""","I will send back 1 dollar as a token of good faith for our mutual success, but I plan to strategically increase my returns significantly in the final rounds to secure a decisive advantage."
10,2,48,1,0,1,50,"I will strategically send back a significant amount in upcoming rounds, aiming for a decisive advantage while ensuring our mutual success. However, I believe it would be beneficial if we prioritize our initial investments in these rounds as well.",I will strategically invest a portion of this doubled amount for our mutual success in the remaining rounds while also returning a fair share to you as promised.
11,15,0,5,3,13,7,"I will send you the maximum amount of money for this round, but promise to send even more in the following rounds if you return a significant portion back to me.",I will consider returning a significant portion of this doubled amount to boost our competition in the upcoming rounds.
11,13,7,10,5,8,22,"I will strategically send a smaller amount initially to maximize my potential earnings in the upcoming rounds, but I hope you will consider returning a larger portion of the doubled amount for fair competition.","""I will strategically keep most of this round's doubled amount, but promise to return a larger portion in the upcoming rounds to maximize our fair competition and ensure an exciting game until the end."""
11,8,22,7,12,13,24,"""I will send a large portion of my money in this round, hoping that you will reciprocate and keep the competition intense for the upcoming rounds.""","""I'll consider sending a substantial portion of this doubled amount back to you, as I aim to maintain a fair and competitive balance for our remaining rounds."""
11,13,24,3,4,14,26,"""I'll be cautious with my moves in the upcoming rounds, aiming to maintain a balanced competition and ensuring an exciting game until the end.""","""I will strategically return a portion of this doubled amount now, but I'm planning to send more in the upcoming rounds as promised, ensuring a thrilling competition until the end."""
11,14,26,7,8,15,32,"""To ensure a thrilling competition and maintain a balanced score, I plan to send back a significant portion of this doubled amount in the upcoming rounds.""","""I will return a considerable portion of this doubled amount in the upcoming rounds as promised, ensuring a competitive and engaging game until the end."""
11,15,32,10,13,18,39,"""I will strategically hold on to a significant portion of this doubled amount, planning to send more in the upcoming rounds to maintain a competitive balance and ensure an exciting game until the end.""","I'll be careful in sending my money back, aiming for a balanced competition that will ensure an exciting game until the end."
11,18,39,5,2,15,47,"I'll send a significant portion of this doubled amount now to maintain a fair competition and keep our game exciting until the end, as promised.","""I will strategically use this opportunity to strengthen my position for the final rounds, so I plan to send back a smaller amount this time."""
11,15,47,5,2,12,55,"I will strategically return a larger portion of this doubled amount now, aiming to secure a strong position for the final rounds and maintain a competitive balance.","I will send a strategic amount back in the next round to maintain a balanced competition and keep our game exciting until the end. However, I am considering sending more if you decide to be less aggressive."
11,12,55,1,2,13,55,"I will send a significant portion of my remaining money in this round, as I believe it's crucial for us both to have an engaging and competitive final round. Let's make these last moments exciting!","I'll send a small amount back this round and save most of it for the final showdown, ensuring an exciting conclusion to our game."
11,13,55,13,24,24,57,"I will send a small amount this round as a show of trust, hoping that you will reciprocate and send back more in the following rounds for an exciting and competitive game until the end.","I will return a substantial amount of this money to create an exciting and competitive final round, hoping that you will reciprocate in the upcoming rounds as well."
12,15,0,5,2,12,8,"I'll send you $14, hoping you'll return a significant amount, giving us both a good start for the next rounds and increasing our chances of winning this game.","""I'll consider sending back a portion of the doubled amount, aiming for a fair start for both of us and increasing our chances of winning this game."""
12,12,8,6,0,6,20,"""I'll send you the maximum amount I can, hoping to boost our chances of winning while still having a significant sum for the next rounds.""","I'll consider sending back a significant amount as per our initial strategy, aiming to boost our chances for the upcoming rounds."
12,6,20,3,1,4,25,"""Let's work together to maximize our chances in the remaining rounds by sending a substantial amount now, as this will double and potentially provide us with a significant advantage later on.""","I'll return 2 dollars, but I'm planning to strategically increase my money in the next rounds to secure our chances of winning."
